String ID,Dev Notes / Context,Character Limit,Text
"Refill hunger and thirst","User Interface, interaction with NPC","1400","Refill hunger and thirst"
"Repair armor","User Interface, interaction with NPC","1400","Repair armor"
"Repair equipment","User Interface, interaction with NPC","1400","Repair equipment"
"So do you want to join us?That would be a wise choice Hunter - NPC Dialogue","User Interface, interaction with NPC","1400","So do you want to join us?That would be a wise choice Hunter!\nYou will help us fight the Green Army and increase the control we have over these areas.\nNext time you come back to me I will make sure I have some work for you.\n\n\nAre you sure you want to join the Crimson Corporation?\nThe new maximum reputation value you can achieve will be 1000, allowing you to unlock new equipment and additional missions along the way.\nYou will forever be an enemy of the Green Army."
"So it was you? Good job Hunter - NPC Dialogue","User Interface, interaction with NPC","1400","So it was you? Good job Hunter!\nThose Ghouls were slaughtering my men.\nThe Crimson Corporation is very grateful to you."
"So that's your brother Vadim?","User Interface, interaction with NPC","1400","So that's your brother Vadim?"
"So they want me dead - NPC Dialogue","User Interface, interaction with NPC","1400","So they want me dead? Ha!\nI knew this day would come sooner or later, the Green Army leaves no stone unturned.\nDid they order you to do it then?\nWill you use your brains or act like a simple soldier?\nYour choice Hunter, I am too old and stubborn to beg you not to."
"So you want a Crimson Corporation trader - NPC Dialogue","User Interface, interaction with NPC","1400","So you want a Crimson Corporation trader to come to the bunker?\nWhat a nerve! As much as I hate this proposal I think we could come to a compromise.\nI bet Shepard is leveraging the political value of this proposal. What a fool! I don't give a damn about what happens in the outside world; I have my orders straight.\n\nI will accept your proposal on one condition: you will forever be an enemy of the Green Army, you can still have access to our trader, and I will still give you missions to do but don't expect any more help from my soldiers out there.\nIf you accept, the next time you come to the bunker there will be a Crimson Corporation trader in the civilian dormitory area."
"So you want to enlist - NPC Dialogue","User Interface, interaction with NPC","1400","So you want to enlist? All right Hunter!\nI could use someone with your experience. I'll see if I can find something for you to do next time you come back to me.\n\n\nAre you sure you want to join the Green Army?\nThe new maximum reputation value you can achieve will be 1000, allowing you to unlock new equipment and additional missions along the way.\nYou will forever be an enemy of the Crimson Corporation."
"Sorry comrade! I have something else to do","User Interface, interaction with NPC","1400","Sorry comrade! I have something else to do"
"Tell me more about The forest","User Interface, interaction with NPC","1400","Tell me more about The forest"
"Tell me more about The industrial area","User Interface, interaction with NPC","1400","Tell me more about The industrial area"
"Tell me more about The makeshift camp","User Interface, interaction with NPC","1400","Tell me more about The makeshift camp"
"Tell me more about old nuclear power plant","User Interface, interaction with NPC","1400","Tell me more about old nuclear power plant"
"Tell me more about other areas","User Interface, interaction with NPC","1400","Tell me more about other areas"
"Tell me more about the Green Army","User Interface, interaction with NPC","1400","Tell me more about the Green Army"
"Tell me more about the nuclear plant disaster","User Interface, interaction with NPC","1400","Tell me more about the nuclear plant disaster"
"Tell me more about the old nuclear power plant","User Interface, interaction with NPC","1400","Tell me more about the old nuclear power plant"
"Tell me more about your faction","User Interface, interaction with NPC","1400","Tell me more about your faction"
"Tell me something","User Interface, interaction with NPC","1400","Tell me something"
"Tell me something dickhead","User Interface, interaction with NPC","1400","Tell me something dickhead"
"That's because you're from the ZERO Sievert bunker - NPC Dialogue","User Interface, interaction with NPC","1400","That's because you're from the ZERO Sievert bunker, you have been brainwashed by the Green Army.\nThey are not even supposed to be in Zakov according to our agreements, but after the explosion the situation deteriorated.\nThey arrived to evacuate the inhabitants, but stayed to find out what happened.\nTheir official orders are to protect the people left behind, but this is just a lie.\nWe've intercepted several radio messages of their commander's conversations.\nI do not know what they think they will find, we have nothing to hide ..."
